5.79232,3.03831,0.780673,4.15
5.97615,3.10211,0.788826,4.2
6.1645,3.16717,0.797189,4.25
6.36083,3.23608,0.806595,4.3
6.41496,3.19461,0.780318,4.35
6.49364,3.17249,0.760829,4.4
6.43755,3.04967,0.709948,4.45
6.57213,3.07185,0.705766,4.5
6.65892,3.05778,0.69038,4.55
6.82833,3.10442,0.694131,4.6
6.9386,3.10636,0.684063,4.65
7.1322,3.16828,0.692523,4.7
7.30821,3.21557,0.696363,4.75
7.4861,3.26262,0.700048,4.8
7.72004,3.34793,0.715105,4.85
7.88581,3.38254,0.714763,4.9
8.12449,3.46707,0.729195,4.95
8.18542,3.42513,0.706143,5
8.31094,3.42873,0.696873,5.05
8.54439,3.50631,0.7093,5.1
8.84086,3.6248,0.733316,5.15
9.01388,3.65587,0.731705,5.2
9.03467,3.58267,0.700262,5.25
9.1263,3.5587,0.683451,5.3
9.30094,3.59066,0.682824,5.35
9.48376,3.62699,0.683442,5.4
9.76262,3.72588,0.701648,5.45
10.0031,3.79673,0.711671,5.5
10.1932,3.83249,0.71172,5.55
10.3329,3.83411,0.702274,5.6
10.5818,3.90645,0.712592,5.65
10.8436,3.98522,0.724508,5.7
11.0977,4.05683,0.734252,5.75
11.3244,4.10885,0.738457,5.8
11.6019,4.19193,0.751092,5.85
11.8658,4.26411,0.760548,5.9
12.1713,4.36079,0.776524,5.95
12.3332,4.36407,0.766866,6
12.4744,4.35387,0.753701,6.05
12.7312,4.41613,0.760352,6.1
12.9982,4.48308,0.768166,6.15
13.3674,4.61205,0.792588,6.2
13.56,4.62797,0.786204,6.25
13.9953,4.79386,0.820233,6.3
14.2241,4.82812,0.818422,6.35
14.4239,4.84335,0.811532,6.4
14.7063,4.9087,0.818169,6.45
14.8528,4.88889,0.801917,6.5
15.0303,4.88793,0.790939,6.55
15.3063,4.94682,0.796109,6.6
15.5896,5.00856,0.801965,6.65
16.0282,5.16316,0.832529,6.7
16.297,5.21124,0.834249,6.75
16.4789,5.2053,0.821541,6.8
16.6878,5.21529,0.813251,6.85
16.9888,5.28024,0.819726,6.9
17.2425,5.31502,0.818071,6.95
17.6249,5.42621,0.836808,7
17.9383,5.49334,0.843551,7.05
18.2807,5.57625,0.854413,7.1
18.6764,5.68912,0.873123,7.15
19.0309,5.77478,0.884331,7.2
19.3404,5.83144,0.887651,7.25
19.6637,5.8948,0.892716,7.3
19.9305,5.92275,0.88826,7.35
20.3295,6.02863,0.904683,7.4
20.6437,6.08146,0.906714,7.45
20.9337,6.11841,0.904469,7.5
21.3341,6.21999,0.91955,7.55
21.7366,6.3205,0.934151,7.6
21.9988,6.33512,0.925555,7.65
22.2998,6.37204,0.923047,7.7
22.596,6.40487,0.919474,7.75
22.8663,6.42111,0.911493,7.8
23.2467,6.50197,0.920969,7.85
23.5748,6.5498,0.921447,7.9
24.0232,6.66781,0.940791,7.95
24.446,6.76806,0.95511,8
24.7907,6.81953,0.95611,8.05
25.1581,6.88307,0.960349,8.1
25.4794,6.9175,0.956686,8.15
25.9195,7.0214,0.97181,8.2
26.2239,7.0422,0.964309,8.25
26.6701,7.14639,0.979428,8.3
27.0205,7.1913,0.978329,8.35
27.4409,7.27641,0.988116,8.4
27.7541,7.29564,0.979952,8.45
28.2116,7.39983,0.994896,8.5
28.681,7.50879,1.01093,8.55
29.0565,7.55941,1.01095,8.6
29.4569,7.62332,1.01458,8.65
29.803,7.65315,1.00891,8.7
30.1778,7.69888,1.00763,8.75
30.5675,7.75209,1.0084,8.8
30.9867,7.82134,1.01351,8.85
31.404,7.88772,1.01778,8.9
31.7429,7.90545,1.00876,8.95
32.1684,7.97396,1.01368,9
32.5208,7.99698,1.00615,9.05
33.004,8.09708,1.01971,9.1
33.5218,8.21551,1.03807,9.15
33.9945,8.30441,1.04815,9.2
34.4094,8.35664,1.0481,9.25
34.8839,8.4429,1.05733,9.3
35.3532,8.52391,1.065,9.35
35.8686,8.63051,1.07955,9.4
36.2819,8.67359,1.07658,9.45
36.708,8.72291,1.07535,9.5
37.1318,8.7693,1.07334,9.55
37.5866,8.83273,1.076,9.6
37.9794,8.85731,1.06803,9.65
38.3295,8.85518,1.05286,9.7
38.835,8.94536,1.06311,9.75
39.3314,9.02793,1.07115,9.8
39.8239,9.10615,1.07788,9.85
40.2526,9.14409,1.07353,9.9
40.6636,9.17008,1.06596,9.95
